FDRA,Station 1,Station 2,Station 3,Index,Fuel_Model,fd_chi2_ffp,fd_chi2_py,fd_chi2_diff,fd_pvalue_ffp,fd_pvalue_py,fd_pvalue_diff,fd_r2_ffp,fd_r2_py,fd_r2_diff,mfd_chi2_ffp,mfd_chi2_py,mfd_chi2_diff,mfd_pvalue_ffp,mfd_pvalue_py,mfd_pvalue_diff,mfd_r2_ffp,mfd_r2_py,mfd_r2_diff,lfd_chi2_ffp,lfd_chi2_py,lfd_chi2_diff,lfd_pvalue_ffp,lfd_pvalue_py,lfd_pvalue_diff,lfd_r2_ffp,lfd_r2_py,lfd_r2_diff,lfd_Days_ffp,lfd_Days_py,lfd_Days_diff,lfd_Total_ffp,lfd_Total_py,lfd_Total_diff
Baldy,352208,352712.0,,BI,Y,24.67,30.0,5.329999999999998,0.0018,0.0002,-0.0015999999999999999,0.53,0.418,-0.11200000000000004,14.09,30.0,15.91,0.0794,0.0002,-0.07919999999999999,0.25,0.45,0.2,6.86,30.0,23.14,0.334,0.0002,-0.33380000000000004,0.38,0.505,0.125,11,11,0,150,2549,2399
Baldy,352208,353428.0,,BI,Y,17.48,30.0,12.52,0.0255,0.0002,-0.0253,0.55,0.525,-0.025000000000000022,12.64,30.0,17.36,0.1247,0.0002,-0.1245,0.09,0.333,0.24300000000000002,10.75,30.0,19.25,0.0964,0.0002,-0.0962,0.23,0.4,0.17,11,11,0,150,2549,2399
Baldy,352327,352332.0,,BI,Y,8.15,30.0,21.85,0.4193,0.0002,-0.41910000000000003,0.54,0.573,0.03299999999999992,11.54,30.0,18.46,0.1732,0.0002,-0.173,0.0,0.11,0.11,8.05,30.0,21.95,0.1537,0.0002,-0.1535,0.33,0.393,0.063,11,11,0,150,2550,2400
Baldy,352327,352712.0,,BI,Y,7.77,30.0,22.23,0.4562,0.0002,-0.456,0.6,0.613,0.013000000000000012,11.51,30.0,18.490000000000002,0.1743,0.0002,-0.1741,0.3,0.497,0.197,10.43,30.0,19.57,0.1078,0.0002,-0.1076,0.23,0.325,0.095,11,11,0,150,2550,2400
Baldy,352329,352332.0,,BI,Y,6.4,30.0,23.6,0.6022,0.0002,-0.602,0.63,0.493,-0.137,10.59,30.0,19.41,0.2261,0.0002,-0.2259,0.04,0.05,0.010000000000000002,13.93,30.0,16.07,0.0304,0.0002,-0.0302,0.16,0.339,0.17900000000000002,11,11,0,150,2550,2400
Baldy,352329,352701.0,,BI,Y,9.54,30.0,20.46,0.299,0.0002,-0.2988,0.67,0.67,0.0,13.95,30.0,16.05,0.0831,0.0002,-0.08289999999999999,0.03,0.311,0.281,8.59,30.0,21.41,0.1978,0.0002,-0.1976,0.4,0.668,0.268,11,11,0,150,2550,2400
Baldy,352329,352712.0,,BI,Y,3.3,30.0,26.7,0.9142,0.0002,-0.914,0.83,0.724,-0.10599999999999998,13.28,30.0,16.72,0.1026,0.0002,-0.10239999999999999,0.06,0.311,0.251,6.94,30.0,23.06,0.3263,0.0002,-0.3261,0.29,0.717,0.427,11,11,0,150,2550,2400
Baldy,352330,352332.0,,BI,Y,3.82,30.0,26.18,0.8728,0.0002,-0.8726,0.73,0.739,0.009000000000000008,10.85,30.0,19.15,0.2105,0.0002,-0.2103,0.01,0.13,0.12000000000000001,10.52,30.0,19.48,0.0619,0.0002,-0.0617,0.27,0.347,0.07699999999999996,11,11,0,150,2550,2400
Baldy,352330,352712.0,,BI,Y,9.14,30.0,20.86,0.3309,0.0002,-0.33070000000000005,0.65,0.487,-0.16300000000000003,10.58,30.0,19.42,0.2268,0.0002,-0.2266,0.27,0.548,0.278,4.72,30.0,25.28,0.4516,0.0002,-0.4514,0.41,0.471,0.061,11,11,0,150,2550,2400
Baldy,352330,353428.0,,BI,Y,0.0,30.0,30.0,0.0,0.0002,0.0002,0.0,0.734,0.734,0.0,30.0,30.0,0.0,0.0002,0.0002,0.0,0.382,0.382,0.0,30.0,30.0,0.0,0.0002,0.0002,0.0,0.466,0.466,11,11,0,150,2550,2400
Baldy,352332,352712.0,,BI,Y,10.62,30.0,19.380000000000003,0.2241,0.0002,-0.2239,0.5,0.471,-0.029000000000000026,11.71,30.0,18.29,0.1648,0.0002,-0.1646,0.0,0.199,0.199,7.34,30.0,22.66,0.2902,0.0002,-0.29000000000000004,0.3,0.238,-0.062,11,11,0,150,2550,2400
Baldy,352701,352712.0,,BI,Y,15.94,30.0,14.06,0.0432,0.0002,-0.043000000000000003,0.55,0.489,-0.061000000000000054,10.1,30.0,19.9,0.2579,0.0002,-0.25770000000000004,0.4,0.639,0.239,3.43,30.0,26.57,0.6342,0.0002,-0.634,0.53,0.802,0.272,11,11,0,150,2549,2399
Baldy,352107,352332.0,352712.0,BI,Y,6.63,30.0,23.37,0.5775,0.0002,-0.5773,0.57,0.428,-0.14199999999999996,6.18,30.0,23.82,0.6269,0.0002,-0.6267,0.05,0.205,0.15499999999999997,15.82,30.0,14.18,0.0148,0.0002,-0.0146,0.14,0.334,0.194,11,11,0,150,2550,2400
Baldy,352109,352208.0,352327.0,BI,Y,7.73,30.0,22.27,0.46,0.0002,-0.45980000000000004,0.69,0.521,-0.16899999999999993,8.68,30.0,21.32,0.3703,0.0002,-0.37010000000000004,0.39,0.607,0.21699999999999997,10.64,30.0,19.36,0.0589,0.0002,-0.0587,0.47,0.587,0.11699999999999999,11,11,0,150,2550,2400
Baldy,352109,352208.0,352329.0,BI,Y,6.99,30.0,23.009999999999998,0.5372,0.0002,-0.537,0.74,0.555,-0.18499999999999994,2.96,30.0,27.04,0.9365,0.0002,-0.9363,0.31,0.619,0.309,9.38,30.0,20.619999999999997,0.1535,0.0002,-0.1533,0.44,0.564,0.12399999999999994,11,11,0,150,2550,2400
Baldy,352109,352208.0,352332.0,BI,Y,12.09,30.0,17.91,0.1472,0.0002,-0.147,0.62,0.581,-0.039000000000000035,9.07,30.0,20.93,0.3362,0.0002,-0.336,0.16,0.452,0.29200000000000004,14.17,30.0,15.83,0.0145,0.0002,-0.0143,0.36,0.616,0.256,11,11,0,150,2550,2400
Baldy,352109,352208.0,352701.0,BI,Y,13.03,30.0,16.97,0.1107,0.0002,-0.1105,0.63,0.504,-0.126,4.67,30.0,25.33,0.792,0.0002,-0.7918000000000001,0.61,0.553,-0.05699999999999994,10.04,30.0,19.96,0.074,0.0002,-0.07379999999999999,0.42,0.441,0.02100000000000002,11,11,0,150,2549,2399
Baldy,352109,352208.0,352712.0,BI,Y,10.17,30.0,19.83,0.253,0.0002,-0.2528,0.69,0.512,-0.17799999999999994,8.63,30.0,21.369999999999997,0.3748,0.0002,-0.37460000000000004,0.44,0.532,0.09200000000000003,6.15,30.0,23.85,0.4062,0.0002,-0.406,0.48,0.718,0.238,11,11,0,150,2549,2399
Baldy,352109,352208.0,353428.0,BI,Y,5.66,30.0,24.34,0.6856,0.0002,-0.6854,0.77,0.679,-0.09099999999999997,6.71,30.0,23.29,0.5684,0.0002,-0.5682,0.36,0.492,0.132,5.94,30.0,24.06,0.3123,0.0002,-0.31210000000000004,0.49,0.544,0.05400000000000005,11,11,0,150,2549,2399
Baldy,352109,352327.0,352332.0,BI,Y,5.57,30.0,24.43,0.6948,0.0002,-0.6946,0.62,0.667,0.04700000000000004,14.27,30.0,15.73,0.0749,0.0002,-0.07469999999999999,0.13,0.396,0.266,11.99,30.0,18.009999999999998,0.0623,0.0002,-0.0621,0.36,0.473,0.11299999999999999,11,11,0,150,2550,2400
Baldy,352109,352327.0,352712.0,BI,Y,3.24,30.0,26.759999999999998,0.9184,0.0002,-0.9182,0.79,0.662,-0.128,13.08,30.0,16.92,0.109,0.0002,-0.1088,0.4,0.434,0.033999999999999975,5.88,30.0,24.12,0.3181,0.0002,-0.3179,0.41,0.536,0.12600000000000006,11,11,0,150,2550,2400
Baldy,352109,352329.0,352332.0,BI,Y,7.3,30.0,22.7,0.5049,0.0002,-0.5047,0.66,0.55,-0.10999999999999999,8.47,30.0,21.53,0.3885,0.0002,-0.38830000000000003,0.02,0.172,0.152,6.05,30.0,23.95,0.1958,0.0002,-0.1956,0.51,0.719,0.20899999999999996,11,11,0,150,2550,2400
Baldy,352109,352329.0,352701.0,BI,Y,11.36,30.0,18.64,0.1824,0.0002,-0.1822,0.62,0.479,-0.14100000000000001,8.77,30.0,21.23,0.3624,0.0002,-0.3622,0.19,0.461,0.271,7.9,30.0,22.1,0.1618,0.0002,-0.1616,0.37,0.452,0.08200000000000002,11,11,0,150,2550,2400
Baldy,352109,352329.0,352712.0,BI,Y,6.64,30.0,23.36,0.5757,0.0002,-0.5755,0.71,0.724,0.014000000000000012,10.8,30.0,19.2,0.2131,0.0002,-0.2129,0.17,0.485,0.31499999999999995,4.53,30.0,25.47,0.4764,0.0002,-0.4762,0.43,0.671,0.24100000000000005,11,11,0,150,2550,2400
Baldy,352109,352332.0,352712.0,BI,Y,3.93,30.0,26.07,0.8631,0.0002,-0.8629,0.74,0.65,-0.08999999999999997,13.87,30.0,16.130000000000003,0.0852,0.0002,-0.08499999999999999,0.12,0.353,0.23299999999999998,4.48,30.0,25.52,0.482,0.0002,-0.4818,0.51,0.495,-0.015000000000000013,11,11,0,150,2550,2400
Baldy,352109,352701.0,352712.0,BI,Y,8.36,30.0,21.64,0.3995,0.0002,-0.39930000000000004,0.66,0.626,-0.03400000000000003,7.4,30.0,22.6,0.4944,0.0002,-0.49420000000000003,0.54,0.762,0.22199999999999998,8.1,30.0,21.9,0.1508,0.0002,-0.15059999999999998,0.37,0.495,0.125,11,11,0,150,2549,2399
Baldy,352208,352327.0,352332.0,BI,Y,12.61,30.0,17.39,0.126,0.0002,-0.1258,0.52,0.518,-0.0020000000000000018,9.54,30.0,20.46,0.2986,0.0002,-0.2984,0.05,0.178,0.128,8.96,30.0,21.04,0.1759,0.0002,-0.1757,0.42,0.46,0.040000000000000036,11,11,0,150,2550,2400
Baldy,352208,352327.0,352712.0,BI,Y,12.57,30.0,17.43,0.1275,0.0002,-0.1273,0.62,0.485,-0.135,11.24,30.0,18.759999999999998,0.1884,0.0002,-0.1882,0.37,0.372,0.0020000000000000018,13.1,30.0,16.9,0.0414,0.0002,-0.0412,0.32,0.373,0.05299999999999999,11,11,0,150,2550,2400
Baldy,352208,352329.0,352332.0,BI,Y,3.59,30.0,26.41,0.8924,0.0002,-0.8922,0.85,0.636,-0.21399999999999997,11.56,30.0,18.439999999999998,0.1717,0.0002,-0.17149999999999999,0.0,0.209,0.209,7.3,30.0,22.7,0.2938,0.0002,-0.2936,0.29,0.588,0.298,11,11,0,150,2550,2400
Baldy,352208,352329.0,352701.0,BI,Y,19.88,30.0,10.120000000000001,0.0108,0.0002,-0.0106,0.59,0.41,-0.18,8.43,30.0,21.57,0.3929,0.0002,-0.39270000000000005,0.08,0.514,0.434,15.54,30.0,14.46,0.0164,0.0002,-0.016200000000000003,0.31,0.464,0.15400000000000003,11,11,0,150,2550,2400
Baldy,352208,352329.0,352712.0,BI,Y,10.57,30.0,19.43,0.2274,0.0002,-0.22719999999999999,0.69,0.511,-0.17899999999999994,7.68,30.0,22.32,0.4649,0.0002,-0.4647,0.15,0.376,0.226,4.5,30.0,25.5,0.4794,0.0002,-0.4792,0.51,0.507,-0.0030000000000000027,11,11,0,150,2550,2400
Baldy,352208,352332.0,352712.0,BI,Y,14.03,30.0,15.97,0.081,0.0002,-0.0808,0.58,0.438,-0.14199999999999996,10.09,30.0,19.91,0.259,0.0002,-0.25880000000000003,0.06,0.315,0.255,17.84,30.0,12.16,0.0032,0.0002,-0.003,0.26,0.428,0.16799999999999998,11,11,0,150,2550,2400
Baldy,352208,352701.0,352712.0,BI,Y,14.11,30.0,15.89,0.0789,0.0002,-0.07869999999999999,0.65,0.457,-0.193,5.78,30.0,24.22,0.6723,0.0002,-0.6721,0.5,0.611,0.11099999999999999,7.38,30.0,22.62,0.2875,0.0002,-0.2873,0.45,0.719,0.26899999999999996,11,11,0,150,2549,2399
Baldy,352327,352332.0,352712.0,BI,Y,10.07,30.0,19.93,0.2602,0.0002,-0.26,0.53,0.42,-0.11000000000000004,13.16,30.0,16.84,0.1065,0.0002,-0.10629999999999999,0.07,0.248,0.178,13.1,30.0,16.9,0.0415,0.0002,-0.0413,0.25,0.399,0.14900000000000002,11,11,0,150,2550,2400
Baldy,352329,352332.0,352712.0,BI,Y,7.56,30.0,22.44,0.478,0.0002,-0.4778,0.65,0.543,-0.10699999999999998,11.55,30.0,18.45,0.1726,0.0002,-0.1724,0.0,0.182,0.182,14.55,30.0,15.45,0.0241,0.0002,-0.0239,0.22,0.332,0.11200000000000002,11,11,0,150,2550,2400
Baldy,352329,352701.0,352712.0,BI,Y,11.66,30.0,18.34,0.1669,0.0002,-0.1667,0.64,0.688,0.04799999999999993,7.22,30.0,22.78,0.5127,0.0002,-0.5125000000000001,0.21,0.376,0.166,8.59,30.0,21.41,0.1264,0.0002,-0.1262,0.26,0.85,0.59,11,11,0,150,2550,2400
Baldy,352330,352332.0,352712.0,BI,Y,5.42,30.0,24.58,0.7116,0.0002,-0.7114,0.71,0.562,-0.1479999999999999,8.71,30.0,21.29,0.3675,0.0002,-0.3673,0.07,0.467,0.397,12.86,30.0,17.14,0.0755,0.0002,-0.07529999999999999,0.22,0.63,0.41000000000000003,11,11,0,150,2550,2400
Baldy,352330,352701.0,352712.0,BI,Y,6.99,30.0,23.009999999999998,0.5376,0.0002,-0.5374,0.74,0.713,-0.027000000000000024,5.74,30.0,24.259999999999998,0.6759,0.0002,-0.6757,0.44,0.715,0.27499999999999997,9.75,30.0,20.25,0.0826,0.0002,-0.0824,0.37,0.673,0.30300000000000005,11,11,0,150,2550,2400
