FDRA,Station 1,Station 2,Station 3,Index,Fuel_Model,fd_chi2_ffp,fd_chi2_py,fd_chi2_diff,fd_pvalue_ffp,fd_pvalue_py,fd_pvalue_diff,fd_r2_ffp,fd_r2_py,fd_r2_diff,mfd_chi2_ffp,mfd_chi2_py,mfd_chi2_diff,mfd_pvalue_ffp,mfd_pvalue_py,mfd_pvalue_diff,mfd_r2_ffp,mfd_r2_py,mfd_r2_diff,lfd_chi2_ffp,lfd_chi2_py,lfd_chi2_diff,lfd_pvalue_ffp,lfd_pvalue_py,lfd_pvalue_diff,lfd_r2_ffp,lfd_r2_py,lfd_r2_diff,lfd_Days_ffp,lfd_Days_py,lfd_Days_diff,lfd_Total_ffp,lfd_Total_py,lfd_Total_diff
Baldy,352327,352332.0,,BI,Y,8.15,9.0,0.8499999999999996,0.4193,0.3423,-0.07700000000000001,0.54,0.74,0.19999999999999996,11.54,9.0,-2.539999999999999,0.1732,0.3423,0.1691,0.0,0.15,0.15,8.05,10.0,1.9499999999999993,0.1537,0.265,0.11130000000000001,0.33,0.54,0.21000000000000002,11,11,0,150,2550,2400
Baldy,352327,352712.0,,BI,Y,7.77,9.0,1.2300000000000004,0.4562,0.3423,-0.1139,0.6,0.75,0.15000000000000002,11.51,9.0,-2.51,0.1743,0.3423,0.16799999999999998,0.3,0.5,0.2,10.43,10.0,-0.4299999999999997,0.1078,0.265,0.1572,0.23,0.44,0.21,11,11,0,150,2550,2400
Baldy,352329,352332.0,,BI,Y,6.4,9.0,2.5999999999999996,0.6022,0.3423,-0.25989999999999996,0.63,0.64,0.010000000000000009,10.59,9.0,-1.5899999999999999,0.2261,0.3423,0.1162,0.04,0.07,0.030000000000000006,13.93,10.0,-3.9299999999999997,0.0304,0.265,0.2346,0.16,0.46,0.30000000000000004,11,11,0,150,2550,2400
Baldy,352329,352701.0,,BI,Y,9.54,9.0,-0.5399999999999991,0.299,0.3423,0.043300000000000005,0.67,0.75,0.07999999999999996,13.95,9.0,-4.949999999999999,0.0831,0.3423,0.2592,0.03,0.42,0.39,8.59,10.0,1.4100000000000001,0.1978,0.265,0.06720000000000001,0.4,0.55,0.15000000000000002,11,11,0,150,2550,2400
Baldy,352329,352712.0,,BI,Y,3.3,9.0,5.7,0.9142,0.3423,-0.5719000000000001,0.83,0.75,-0.07999999999999996,13.28,9.0,-4.279999999999999,0.1026,0.3423,0.2397,0.06,0.42,0.36,6.94,10.0,3.0599999999999996,0.3263,0.265,-0.061299999999999966,0.29,0.55,0.26000000000000006,11,11,0,150,2550,2400
Baldy,352330,352332.0,,BI,Y,3.82,9.0,5.18,0.8728,0.3423,-0.5305,0.73,0.75,0.020000000000000018,10.85,9.0,-1.8499999999999996,0.2105,0.3423,0.1318,0.01,0.17,0.16,10.52,10.0,-0.5199999999999996,0.0619,0.265,0.2031,0.27,0.47,0.19999999999999996,11,11,0,150,2550,2400
Baldy,352330,352712.0,,BI,Y,9.14,9.0,-0.14000000000000057,0.3309,0.3423,0.011399999999999966,0.65,0.63,-0.020000000000000018,10.58,9.0,-1.58,0.2268,0.3423,0.11549999999999999,0.27,0.5,0.22999999999999998,4.72,10.0,5.28,0.4516,0.265,-0.1866,0.41,0.55,0.14000000000000007,11,11,0,150,2550,2400
Baldy,352330,353428.0,,BI,Y,0.0,9.0,9.0,0.0,0.3423,0.3423,0.0,0.75,0.75,0.0,9.0,9.0,0.0,0.3423,0.3423,0.0,0.5,0.5,0.0,10.0,10.0,0.0,0.265,0.265,0.0,0.55,0.55,11,11,0,150,2550,2400
Baldy,352332,352712.0,,BI,Y,10.62,9.0,-1.6199999999999992,0.2241,0.3423,0.1182,0.5,0.61,0.10999999999999999,11.71,9.0,-2.710000000000001,0.1648,0.3423,0.1775,0.0,0.27,0.27,7.34,10.0,2.66,0.2902,0.265,-0.0252,0.3,0.33,0.030000000000000027,11,11,0,150,2550,2400
Baldy,352701,352712.0,,BI,Y,15.94,9.0,-6.9399999999999995,0.0432,0.3423,0.2991,0.55,0.63,0.07999999999999996,10.1,9.0,-1.0999999999999996,0.2579,0.3423,0.08439999999999998,0.4,0.5,0.09999999999999998,3.43,10.0,6.57,0.6342,0.265,-0.3692,0.53,0.55,0.020000000000000018,11,11,0,150,2549,2399
Baldy,352107,352332.0,352712.0,BI,Y,6.63,9.0,2.37,0.5775,0.3423,-0.23520000000000002,0.57,0.55,-0.019999999999999907,6.18,9.0,2.8200000000000003,0.6269,0.3423,-0.2846,0.05,0.27,0.22000000000000003,15.82,10.0,-5.82,0.0148,0.265,0.25020000000000003,0.14,0.46,0.32,11,11,0,150,2550,2400
Baldy,352109,352208.0,352327.0,BI,Y,7.73,9.0,1.2699999999999996,0.46,0.3423,-0.11770000000000003,0.69,0.67,-0.019999999999999907,8.68,9.0,0.3200000000000003,0.3703,0.3423,-0.028000000000000025,0.39,0.5,0.10999999999999999,10.64,10.0,-0.6400000000000006,0.0589,0.265,0.2061,0.47,0.55,0.08000000000000007,11,11,0,150,2550,2400
Baldy,352109,352208.0,352329.0,BI,Y,6.99,9.0,2.01,0.5372,0.3423,-0.19490000000000002,0.74,0.72,-0.020000000000000018,2.96,9.0,6.04,0.9365,0.3423,-0.5942000000000001,0.31,0.5,0.19,9.38,10.0,0.6199999999999992,0.1535,0.265,0.11150000000000002,0.44,0.55,0.11000000000000004,11,11,0,150,2550,2400
Baldy,352109,352208.0,352332.0,BI,Y,12.09,9.0,-3.09,0.1472,0.3423,0.1951,0.62,0.75,0.13,9.07,9.0,-0.07000000000000028,0.3362,0.3423,0.006099999999999994,0.16,0.5,0.33999999999999997,14.17,10.0,-4.17,0.0145,0.265,0.2505,0.36,0.55,0.19000000000000006,11,11,0,150,2550,2400
Baldy,352109,352208.0,352701.0,BI,Y,13.03,9.0,-4.029999999999999,0.1107,0.3423,0.23159999999999997,0.63,0.65,0.020000000000000018,4.67,9.0,4.33,0.792,0.3423,-0.44970000000000004,0.61,0.5,-0.10999999999999999,10.04,10.0,-0.03999999999999915,0.074,0.265,0.191,0.42,0.55,0.13000000000000006,11,11,0,150,2549,2399
Baldy,352109,352208.0,352712.0,BI,Y,10.17,9.0,-1.17,0.253,0.3423,0.08929999999999999,0.69,0.66,-0.029999999999999916,8.63,9.0,0.3699999999999992,0.3748,0.3423,-0.03250000000000003,0.44,0.5,0.06,6.15,10.0,3.8499999999999996,0.4062,0.265,-0.1412,0.48,0.55,0.07000000000000006,11,11,0,150,2549,2399
Baldy,352109,352208.0,353428.0,BI,Y,5.66,9.0,3.34,0.6856,0.3423,-0.3433,0.77,0.75,-0.020000000000000018,6.71,9.0,2.29,0.5684,0.3423,-0.22610000000000002,0.36,0.5,0.14,5.94,10.0,4.06,0.3123,0.265,-0.04730000000000001,0.49,0.55,0.06000000000000005,11,11,0,150,2549,2399
Baldy,352109,352327.0,352332.0,BI,Y,5.57,9.0,3.4299999999999997,0.6948,0.3423,-0.3525,0.62,0.75,0.13,14.27,9.0,-5.27,0.0749,0.3423,0.26739999999999997,0.13,0.5,0.37,11.99,10.0,-1.9900000000000002,0.0623,0.265,0.20270000000000002,0.36,0.55,0.19000000000000006,11,11,0,150,2550,2400
Baldy,352109,352327.0,352712.0,BI,Y,3.24,9.0,5.76,0.9184,0.3423,-0.5761000000000001,0.79,0.75,-0.040000000000000036,13.08,9.0,-4.08,0.109,0.3423,0.2333,0.4,0.5,0.09999999999999998,5.88,10.0,4.12,0.3181,0.265,-0.05309999999999998,0.41,0.55,0.14000000000000007,11,11,0,150,2550,2400
Baldy,352109,352329.0,352332.0,BI,Y,7.3,9.0,1.7000000000000002,0.5049,0.3423,-0.16260000000000002,0.66,0.71,0.04999999999999993,8.47,9.0,0.5299999999999994,0.3885,0.3423,-0.04620000000000002,0.02,0.23,0.21000000000000002,6.05,10.0,3.95,0.1958,0.265,0.06920000000000001,0.51,0.55,0.040000000000000036,11,11,0,150,2550,2400
Baldy,352109,352329.0,352701.0,BI,Y,11.36,9.0,-2.3599999999999994,0.1824,0.3423,0.1599,0.62,0.62,0.0,8.77,9.0,0.23000000000000043,0.3624,0.3423,-0.020100000000000007,0.19,0.5,0.31,7.9,10.0,2.0999999999999996,0.1618,0.265,0.10320000000000001,0.37,0.55,0.18000000000000005,11,11,0,150,2550,2400
Baldy,352109,352329.0,352712.0,BI,Y,6.64,9.0,2.3600000000000003,0.5757,0.3423,-0.2334,0.71,0.75,0.040000000000000036,10.8,9.0,-1.8000000000000007,0.2131,0.3423,0.12919999999999998,0.17,0.5,0.32999999999999996,4.53,10.0,5.47,0.4764,0.265,-0.21139999999999998,0.43,0.55,0.12000000000000005,11,11,0,150,2550,2400
Baldy,352109,352332.0,352712.0,BI,Y,3.93,9.0,5.07,0.8631,0.3423,-0.5207999999999999,0.74,0.75,0.010000000000000009,13.87,9.0,-4.869999999999999,0.0852,0.3423,0.2571,0.12,0.47,0.35,4.48,10.0,5.52,0.482,0.265,-0.21699999999999997,0.51,0.55,0.040000000000000036,11,11,0,150,2550,2400
Baldy,352109,352701.0,352712.0,BI,Y,8.36,9.0,0.6400000000000006,0.3995,0.3423,-0.05720000000000003,0.66,0.75,0.08999999999999997,7.4,9.0,1.5999999999999996,0.4944,0.3423,-0.1521,0.54,0.5,-0.040000000000000036,8.1,10.0,1.9000000000000004,0.1508,0.265,0.11420000000000002,0.37,0.55,0.18000000000000005,11,11,0,150,2549,2399
Baldy,352208,352327.0,352332.0,BI,Y,12.61,9.0,-3.6099999999999994,0.126,0.3423,0.2163,0.52,0.67,0.15000000000000002,9.54,9.0,-0.5399999999999991,0.2986,0.3423,0.04370000000000002,0.05,0.24,0.19,8.96,10.0,1.0399999999999991,0.1759,0.265,0.08910000000000001,0.42,0.55,0.13000000000000006,11,11,0,150,2550,2400
Baldy,352208,352327.0,352712.0,BI,Y,12.57,9.0,-3.5700000000000003,0.1275,0.3423,0.2148,0.62,0.63,0.010000000000000009,11.24,9.0,-2.24,0.1884,0.3423,0.15389999999999998,0.37,0.5,0.13,13.1,10.0,-3.0999999999999996,0.0414,0.265,0.22360000000000002,0.32,0.51,0.19,11,11,0,150,2550,2400
Baldy,352208,352329.0,352332.0,BI,Y,3.59,9.0,5.41,0.8924,0.3423,-0.5501,0.85,0.75,-0.09999999999999998,11.56,9.0,-2.5600000000000005,0.1717,0.3423,0.1706,0.0,0.28,0.28,7.3,10.0,2.7,0.2938,0.265,-0.028799999999999992,0.29,0.55,0.26000000000000006,11,11,0,150,2550,2400
Baldy,352208,352329.0,352701.0,BI,Y,19.88,9.0,-10.879999999999999,0.0108,0.3423,0.3315,0.59,0.53,-0.05999999999999994,8.43,9.0,0.5700000000000003,0.3929,0.3423,-0.050600000000000034,0.08,0.5,0.42,15.54,10.0,-5.539999999999999,0.0164,0.265,0.24860000000000002,0.31,0.55,0.24000000000000005,11,11,0,150,2550,2400
Baldy,352208,352329.0,352712.0,BI,Y,10.57,9.0,-1.5700000000000003,0.2274,0.3423,0.1149,0.69,0.66,-0.029999999999999916,7.68,9.0,1.3200000000000003,0.4649,0.3423,-0.12259999999999999,0.15,0.5,0.35,4.5,10.0,5.5,0.4794,0.265,-0.21439999999999998,0.51,0.55,0.040000000000000036,11,11,0,150,2550,2400
Baldy,352208,352332.0,352712.0,BI,Y,14.03,9.0,-5.029999999999999,0.081,0.3423,0.2613,0.58,0.57,-0.010000000000000009,10.09,9.0,-1.0899999999999999,0.259,0.3423,0.08329999999999999,0.06,0.42,0.36,17.84,10.0,-7.84,0.0032,0.265,0.26180000000000003,0.26,0.55,0.29000000000000004,11,11,0,150,2550,2400
Baldy,352208,352701.0,352712.0,BI,Y,14.11,9.0,-5.109999999999999,0.0789,0.3423,0.26339999999999997,0.65,0.59,-0.06000000000000005,5.78,9.0,3.2199999999999998,0.6723,0.3423,-0.33,0.5,0.5,0.0,7.38,10.0,2.62,0.2875,0.265,-0.022499999999999964,0.45,0.55,0.10000000000000003,11,11,0,150,2549,2399
Baldy,352327,352332.0,352712.0,BI,Y,10.07,9.0,-1.0700000000000003,0.2602,0.3423,0.0821,0.53,0.54,0.010000000000000009,13.16,9.0,-4.16,0.1065,0.3423,0.2358,0.07,0.33,0.26,13.1,10.0,-3.0999999999999996,0.0415,0.265,0.2235,0.25,0.55,0.30000000000000004,11,11,0,150,2550,2400
Baldy,352329,352332.0,352712.0,BI,Y,7.56,9.0,1.4400000000000004,0.478,0.3423,-0.1357,0.65,0.7,0.04999999999999993,11.55,9.0,-2.5500000000000007,0.1726,0.3423,0.1697,0.0,0.24,0.24,14.55,10.0,-4.550000000000001,0.0241,0.265,0.2409,0.22,0.45,0.23,11,11,0,150,2550,2400
Baldy,352329,352701.0,352712.0,BI,Y,11.66,9.0,-2.66,0.1669,0.3423,0.1754,0.64,0.75,0.10999999999999999,7.22,9.0,1.7800000000000002,0.5127,0.3423,-0.17040000000000005,0.21,0.5,0.29000000000000004,8.59,10.0,1.4100000000000001,0.1264,0.265,0.1386,0.26,0.55,0.29000000000000004,11,11,0,150,2550,2400
Baldy,352330,352332.0,352712.0,BI,Y,5.42,9.0,3.58,0.7116,0.3423,-0.3693,0.71,0.73,0.020000000000000018,8.71,9.0,0.28999999999999915,0.3675,0.3423,-0.0252,0.07,0.5,0.43,12.86,10.0,-2.8599999999999994,0.0755,0.265,0.1895,0.22,0.55,0.33000000000000007,11,11,0,150,2550,2400
Baldy,352330,352701.0,352712.0,BI,Y,6.99,9.0,2.01,0.5376,0.3423,-0.19529999999999997,0.74,0.75,0.010000000000000009,5.74,9.0,3.26,0.6759,0.3423,-0.33359999999999995,0.44,0.5,0.06,9.75,10.0,0.25,0.0826,0.265,0.1824,0.37,0.55,0.18000000000000005,11,11,0,150,2550,2400
