FDRA,Station 1,Station 2,Station 3,Index,Fuel_Model,fd_chi2_ffp,fd_chi2_py,fd_chi2_diff,fd_pvalue_ffp,fd_pvalue_py,fd_pvalue_diff,fd_r2_ffp,fd_r2_py,fd_r2_diff,mfd_chi2_ffp,mfd_chi2_py,mfd_chi2_diff,mfd_pvalue_ffp,mfd_pvalue_py,mfd_pvalue_diff,mfd_r2_ffp,mfd_r2_py,mfd_r2_diff,lfd_chi2_ffp,lfd_chi2_py,lfd_chi2_diff,lfd_pvalue_ffp,lfd_pvalue_py,lfd_pvalue_diff,lfd_r2_ffp,lfd_r2_py,lfd_r2_diff,lfd_Days_ffp,lfd_Days_py,lfd_Days_diff,lfd_Total_ffp,lfd_Total_py,lfd_Total_diff
Baldy,352109,352701.0,,ERC,Y,11.74,12.0,0.2599999999999998,0.163,0.1512,-0.011800000000000005,0.7,0.72,0.020000000000000018,6.67,11.0,4.33,0.5725,0.2017,-0.3708,0.54,0.45,-0.09000000000000002,6.68,13.0,6.32,0.4632,0.1118,-0.3514,0.44,0.48,0.03999999999999998,11,11,0,150,2549,2399
Baldy,352109,352712.0,,ERC,Y,14.82,12.0,-2.8200000000000003,0.0628,0.1512,0.0884,0.61,0.7,0.08999999999999997,8.72,11.0,2.2799999999999994,0.3666,0.2017,-0.1649,0.51,0.45,-0.06,5.95,13.0,7.05,0.4294,0.1118,-0.3176,0.28,0.5,0.21999999999999997,11,11,0,150,2548,2398
Baldy,352109,353428.0,,ERC,Y,10.97,12.0,1.0299999999999994,0.2033,0.1512,-0.05210000000000001,0.66,0.7,0.039999999999999925,6.74,11.0,4.26,0.5652,0.2017,-0.36350000000000005,0.45,0.45,0.0,7.53,13.0,5.47,0.2747,0.1118,-0.1629,0.25,0.39,0.14,11,11,0,150,2549,2399
Baldy,352208,352327.0,,ERC,Y,19.42,12.0,-7.420000000000002,0.0128,0.1512,0.1384,0.59,0.72,0.13,14.25,11.0,-3.25,0.0754,0.2017,0.1263,0.29,0.45,0.16000000000000003,18.72,13.0,-5.719999999999999,0.0047,0.1118,0.1071,0.19,0.29,0.09999999999999998,11,11,0,150,2550,2400
Baldy,352208,352329.0,,ERC,Y,14.3,12.0,-2.3000000000000007,0.0742,0.1512,0.077,0.69,0.72,0.030000000000000027,8.62,11.0,2.380000000000001,0.3757,0.2017,-0.174,0.31,0.45,0.14,9.99,13.0,3.01,0.1891,0.1118,-0.0773,0.23,0.42,0.18999999999999997,11,11,0,150,2550,2400
Baldy,352208,352332.0,,ERC,Y,16.7,12.0,-4.699999999999999,0.0334,0.1512,0.1178,0.67,0.72,0.04999999999999993,8.54,11.0,2.460000000000001,0.3824,0.2017,-0.18070000000000003,0.24,0.45,0.21000000000000002,17.15,13.0,-4.149999999999999,0.0164,0.1118,0.0954,0.19,0.37,0.18,11,11,0,150,2550,2400
Baldy,352208,352701.0,,ERC,Y,25.24,12.0,-13.239999999999998,0.0014,0.1512,0.1498,0.57,0.65,0.08000000000000007,4.29,11.0,6.71,0.8298,0.2017,-0.6281,0.61,0.45,-0.15999999999999998,16.78,13.0,-3.780000000000001,0.0189,0.1118,0.0929,0.29,0.39,0.10000000000000003,11,11,0,150,2549,2399
Baldy,352208,352712.0,,ERC,Y,21.71,12.0,-9.71,0.0055,0.1512,0.1457,0.56,0.72,0.15999999999999992,10.47,11.0,0.5299999999999994,0.2337,0.2017,-0.032,0.39,0.45,0.06,7.25,13.0,5.75,0.4038,0.1118,-0.292,0.27,0.31,0.03999999999999998,11,11,0,150,2549,2399
Baldy,352208,353428.0,,ERC,Y,23.42,12.0,-11.420000000000002,0.0029,0.1512,0.1483,0.53,0.63,0.09999999999999998,7.37,11.0,3.63,0.4974,0.2017,-0.2957,0.36,0.45,0.09000000000000002,7.55,13.0,5.45,0.3744,0.1118,-0.2626,0.27,0.49,0.21999999999999997,11,11,0,150,2549,2399
Baldy,352327,352332.0,,ERC,Y,23.14,12.0,-11.14,0.0032,0.1512,0.148,0.49,0.46,-0.02999999999999997,6.13,11.0,4.87,0.6328,0.2017,-0.43110000000000004,0.32,0.45,0.13,18.2,13.0,-5.199999999999999,0.0058,0.1118,0.106,0.15,0.21,0.06,11,11,0,150,2550,2400
Baldy,352327,352712.0,,ERC,Y,20.42,12.0,-8.420000000000002,0.0089,0.1512,0.1423,0.51,0.56,0.050000000000000044,10.59,11.0,0.41000000000000014,0.2262,0.2017,-0.024500000000000022,0.35,0.45,0.10000000000000003,16.0,13.0,-3.0,0.0251,0.1118,0.0867,0.17,0.45,0.28,11,11,0,150,2550,2400
Baldy,352329,352332.0,,ERC,Y,10.81,12.0,1.1899999999999995,0.2127,0.1512,-0.0615,0.71,0.72,0.010000000000000009,7.9,11.0,3.0999999999999996,0.4434,0.2017,-0.24170000000000003,0.23,0.45,0.22,14.43,13.0,-1.4299999999999997,0.044,0.1118,0.0678,0.17,0.32,0.15,11,11,0,150,2550,2400
Baldy,352329,352701.0,,ERC,Y,13.56,12.0,-1.5600000000000005,0.0939,0.1512,0.057300000000000004,0.66,0.72,0.05999999999999994,5.22,11.0,5.78,0.734,0.2017,-0.5323,0.49,0.45,-0.03999999999999998,7.02,13.0,5.98,0.3189,0.1118,-0.2071,0.32,0.4,0.08000000000000002,11,11,0,150,2550,2400
Baldy,352329,352712.0,,ERC,Y,12.19,12.0,-0.1899999999999995,0.143,0.1512,0.008200000000000013,0.67,0.72,0.04999999999999993,23.01,11.0,-12.010000000000002,0.0034,0.2017,0.1983,0.24,0.43,0.19,6.38,13.0,6.62,0.4966,0.1118,-0.3848,0.23,0.34,0.11000000000000001,11,11,0,150,2550,2400
Baldy,352330,352332.0,,ERC,Y,18.96,12.0,-6.960000000000001,0.0151,0.1512,0.1361,0.59,0.69,0.09999999999999998,10.16,11.0,0.8399999999999999,0.2541,0.2017,-0.0524,0.17,0.45,0.28,13.45,13.0,-0.4499999999999993,0.0365,0.1118,0.0753,0.23,0.33,0.1,11,11,0,150,2550,2400
Baldy,352330,352712.0,,ERC,Y,15.08,12.0,-3.08,0.0576,0.1512,0.0936,0.59,0.7,0.10999999999999999,8.75,11.0,2.25,0.3637,0.2017,-0.16200000000000003,0.42,0.45,0.030000000000000027,6.47,13.0,6.53,0.4856,0.1118,-0.37379999999999997,0.35,0.45,0.10000000000000003,11,11,0,150,2550,2400
Baldy,352330,353428.0,,ERC,Y,0.0,12.0,12.0,0.0,0.1512,0.1512,0.0,0.66,0.66,0.0,11.0,11.0,0.0,0.2017,0.2017,0.0,0.35,0.35,0.0,13.0,13.0,0.0,0.1118,0.1118,0.0,0.42,0.42,11,11,0,150,2550,2400
Baldy,352332,352712.0,,ERC,Y,14.41,12.0,-2.41,0.0716,0.1512,0.0796,0.62,0.72,0.09999999999999998,12.43,11.0,-1.4299999999999997,0.1329,0.2017,0.0688,0.27,0.45,0.18,9.83,13.0,3.17,0.1982,0.1118,-0.08639999999999999,0.2,0.39,0.19,11,11,0,150,2550,2400
Baldy,352701,352712.0,,ERC,Y,25.59,12.0,-13.59,0.0012,0.1512,0.15,0.48,0.59,0.10999999999999999,8.88,11.0,2.119999999999999,0.3521,0.2017,-0.15040000000000003,0.4,0.45,0.04999999999999999,3.99,13.0,9.01,0.6781,0.1118,-0.5663,0.49,0.37,-0.12,11,11,0,150,2549,2399
Baldy,352107,352332.0,352712.0,ERC,Y,14.88,12.0,-2.880000000000001,0.0615,0.1512,0.0897,0.6,0.72,0.12,12.63,11.0,-1.6300000000000008,0.1252,0.2017,0.07649999999999998,0.25,0.42,0.16999999999999998,16.84,13.0,-3.84,0.0185,0.1118,0.0933,0.19,0.45,0.26,11,11,0,150,2550,2400
Baldy,352109,352208.0,352327.0,ERC,Y,11.79,12.0,0.21000000000000085,0.161,0.1512,-0.009800000000000003,0.73,0.72,-0.010000000000000009,9.52,11.0,1.4800000000000004,0.3002,0.2017,-0.09850000000000003,0.38,0.45,0.07,11.36,13.0,1.6400000000000006,0.0779,0.1118,0.0339,0.25,0.31,0.06,11,11,0,150,2550,2400
Baldy,352109,352208.0,352329.0,ERC,Y,12.64,12.0,-0.6400000000000006,0.125,0.1512,0.0262,0.7,0.72,0.020000000000000018,4.98,11.0,6.02,0.7595,0.2017,-0.5578,0.56,0.45,-0.11000000000000004,7.79,13.0,5.21,0.3517,0.1118,-0.2399,0.3,0.31,0.010000000000000009,11,11,0,150,2550,2400
Baldy,352109,352208.0,352332.0,ERC,Y,22.58,12.0,-10.579999999999998,0.004,0.1512,0.1472,0.6,0.72,0.12,9.0,11.0,2.0,0.342,0.2017,-0.14030000000000004,0.37,0.45,0.08000000000000002,11.39,13.0,1.6099999999999994,0.077,0.1118,0.0348,0.24,0.45,0.21000000000000002,11,11,0,150,2550,2400
Baldy,352109,352208.0,352701.0,ERC,Y,24.4,12.0,-12.399999999999999,0.002,0.1512,0.1492,0.58,0.72,0.14,6.0,11.0,5.0,0.6476,0.2017,-0.44589999999999996,0.54,0.45,-0.09000000000000002,13.0,13.0,0.0,0.0721,0.1118,0.0397,0.28,0.33,0.04999999999999999,11,11,0,150,2549,2399
Baldy,352109,352208.0,352712.0,ERC,Y,19.59,12.0,-7.59,0.012,0.1512,0.1392,0.59,0.71,0.12,8.82,11.0,2.1799999999999997,0.3578,0.2017,-0.15610000000000002,0.45,0.45,0.0,11.14,13.0,1.8599999999999994,0.1325,0.1118,-0.02070000000000001,0.29,0.29,0.0,11,11,0,150,2549,2399
Baldy,352109,352208.0,353428.0,ERC,Y,20.02,12.0,-8.02,0.0102,0.1512,0.14100000000000001,0.58,0.67,0.09000000000000008,13.71,11.0,-2.710000000000001,0.0896,0.2017,0.11209999999999999,0.33,0.45,0.12,11.68,13.0,1.3200000000000003,0.1117,0.1118,0.00010000000000000286,0.24,0.42,0.18,11,11,0,150,2549,2399
Baldy,352109,352327.0,352332.0,ERC,Y,16.8,12.0,-4.800000000000001,0.0323,0.1512,0.1189,0.61,0.72,0.10999999999999999,6.82,11.0,4.18,0.5563,0.2017,-0.3546,0.44,0.45,0.010000000000000009,13.28,13.0,-0.27999999999999936,0.0655,0.1118,0.046299999999999994,0.22,0.29,0.06999999999999998,11,11,0,150,2550,2400
Baldy,352109,352327.0,352712.0,ERC,Y,11.08,12.0,0.9199999999999999,0.1973,0.1512,-0.0461,0.67,0.72,0.04999999999999993,13.12,11.0,-2.119999999999999,0.1076,0.2017,0.09409999999999999,0.39,0.45,0.06,10.34,13.0,2.66,0.17,0.1118,-0.058200000000000016,0.26,0.37,0.10999999999999999,11,11,0,150,2550,2400
Baldy,352109,352329.0,352332.0,ERC,Y,8.15,12.0,3.8499999999999996,0.4192,0.1512,-0.268,0.77,0.72,-0.050000000000000044,4.56,11.0,6.44,0.8031,0.2017,-0.6014,0.51,0.45,-0.06,8.92,13.0,4.08,0.2583,0.1118,-0.14649999999999996,0.28,0.33,0.04999999999999999,11,11,0,150,2550,2400
Baldy,352109,352329.0,352701.0,ERC,Y,15.29,12.0,-3.289999999999999,0.0537,0.1512,0.0975,0.64,0.72,0.07999999999999996,11.09,11.0,-0.08999999999999986,0.1965,0.2017,0.005199999999999982,0.38,0.45,0.07,5.85,13.0,7.15,0.5568,0.1118,-0.44499999999999995,0.35,0.42,0.07,11,11,0,150,2550,2400
Baldy,352109,352329.0,352712.0,ERC,Y,18.41,12.0,-6.41,0.0183,0.1512,0.1329,0.57,0.72,0.15000000000000002,16.01,11.0,-5.010000000000002,0.0422,0.2017,0.15949999999999998,0.33,0.45,0.12,9.68,13.0,3.3200000000000003,0.2074,0.1118,-0.0956,0.24,0.31,0.07,11,11,0,150,2550,2400
Baldy,352109,352332.0,352712.0,ERC,Y,15.41,12.0,-3.41,0.0517,0.1512,0.0995,0.61,0.71,0.09999999999999998,14.15,11.0,-3.1500000000000004,0.0779,0.2017,0.1238,0.3,0.45,0.15000000000000002,10.89,13.0,2.1099999999999994,0.092,0.1118,0.019799999999999998,0.27,0.39,0.12,11,11,0,150,2550,2400
Baldy,352109,352701.0,352712.0,ERC,Y,17.89,12.0,-5.890000000000001,0.0221,0.1512,0.1291,0.59,0.68,0.09000000000000008,9.93,11.0,1.0700000000000003,0.2699,0.2017,-0.06819999999999998,0.43,0.45,0.020000000000000018,6.62,13.0,6.38,0.4699,0.1118,-0.3581,0.37,0.5,0.13,11,11,0,150,2549,2399
Baldy,352208,352327.0,352332.0,ERC,Y,26.86,12.0,-14.86,0.0007,0.1512,0.1505,0.53,0.68,0.15000000000000002,8.2,11.0,2.8000000000000007,0.4144,0.2017,-0.2127,0.3,0.42,0.12,16.78,13.0,-3.780000000000001,0.0189,0.1118,0.0929,0.19,0.29,0.09999999999999998,11,11,0,150,2550,2400
Baldy,352208,352327.0,352712.0,ERC,Y,21.84,12.0,-9.84,0.0052,0.1512,0.146,0.55,0.71,0.15999999999999992,8.38,11.0,2.619999999999999,0.3973,0.2017,-0.1956,0.4,0.45,0.04999999999999999,12.64,13.0,0.35999999999999943,0.0813,0.1118,0.0305,0.21,0.45,0.24000000000000002,11,11,0,150,2550,2400
Baldy,352208,352329.0,352332.0,ERC,Y,14.02,12.0,-2.0199999999999996,0.0813,0.1512,0.0699,0.68,0.72,0.039999999999999925,12.16,11.0,-1.1600000000000001,0.1442,0.2017,0.057499999999999996,0.2,0.45,0.25,9.52,13.0,3.4800000000000004,0.1466,0.1118,-0.03480000000000001,0.23,0.42,0.18999999999999997,11,11,0,150,2550,2400
Baldy,352208,352329.0,352701.0,ERC,Y,16.48,12.0,-4.48,0.036,0.1512,0.1152,0.65,0.72,0.06999999999999995,5.16,11.0,5.84,0.7407,0.2017,-0.539,0.46,0.45,-0.010000000000000009,7.33,13.0,5.67,0.3956,0.1118,-0.2838,0.32,0.45,0.13,11,11,0,150,2550,2400
Baldy,352208,352329.0,352712.0,ERC,Y,17.01,12.0,-5.010000000000002,0.03,0.1512,0.1212,0.63,0.72,0.08999999999999997,10.02,11.0,0.9800000000000004,0.2639,0.2017,-0.06220000000000003,0.33,0.45,0.12,10.3,13.0,2.6999999999999993,0.1723,0.1118,-0.06050000000000001,0.24,0.39,0.15000000000000002,11,11,0,150,2550,2400
Baldy,352208,352332.0,352712.0,ERC,Y,17.02,12.0,-5.02,0.0299,0.1512,0.1213,0.62,0.72,0.09999999999999998,7.93,11.0,3.0700000000000003,0.4401,0.2017,-0.2384,0.35,0.45,0.10000000000000003,9.85,13.0,3.1500000000000004,0.1974,0.1118,-0.0856,0.23,0.45,0.22,11,11,0,150,2550,2400
Baldy,352208,352701.0,352712.0,ERC,Y,21.83,12.0,-9.829999999999998,0.0052,0.1512,0.146,0.56,0.69,0.1299999999999999,7.04,11.0,3.96,0.532,0.2017,-0.33030000000000004,0.43,0.45,0.020000000000000018,7.81,13.0,5.19,0.3501,0.1118,-0.2383,0.34,0.39,0.04999999999999999,11,11,0,150,2549,2399
Baldy,352327,352332.0,352712.0,ERC,Y,14.91,12.0,-2.91,0.0609,0.1512,0.09029999999999999,0.59,0.72,0.13,9.76,11.0,1.2400000000000002,0.2825,0.2017,-0.08079999999999998,0.34,0.45,0.10999999999999999,13.54,13.0,-0.5399999999999991,0.0601,0.1118,0.051699999999999996,0.19,0.25,0.06,11,11,0,150,2550,2400
Baldy,352329,352332.0,352712.0,ERC,Y,11.4,12.0,0.5999999999999996,0.18,0.1512,-0.028799999999999992,0.66,0.72,0.05999999999999994,8.21,11.0,2.789999999999999,0.4135,0.2017,-0.2118,0.32,0.45,0.13,11.34,13.0,1.6600000000000001,0.1247,0.1118,-0.012900000000000009,0.23,0.39,0.16,11,11,0,150,2550,2400
Baldy,352329,352701.0,352712.0,ERC,Y,13.33,12.0,-1.33,0.1011,0.1512,0.050100000000000006,0.66,0.72,0.05999999999999994,8.58,11.0,2.42,0.3787,0.2017,-0.177,0.42,0.45,0.030000000000000027,6.11,13.0,6.89,0.527,0.1118,-0.4152,0.38,0.42,0.03999999999999998,11,11,0,150,2550,2400
Baldy,352330,352332.0,352712.0,ERC,Y,13.96,12.0,-1.9600000000000009,0.0829,0.1512,0.0683,0.63,0.72,0.08999999999999997,5.44,11.0,5.56,0.7099,0.2017,-0.5082,0.43,0.45,0.020000000000000018,12.96,13.0,0.03999999999999915,0.0436,0.1118,0.0682,0.23,0.39,0.16,11,11,0,150,2550,2400
Baldy,352330,352701.0,352712.0,ERC,Y,17.76,12.0,-5.760000000000002,0.0231,0.1512,0.1281,0.58,0.63,0.050000000000000044,5.04,11.0,5.96,0.7532,0.2017,-0.5515,0.55,0.45,-0.10000000000000003,5.21,13.0,7.79,0.6342,0.1118,-0.5224,0.39,0.4,0.010000000000000009,11,11,0,150,2550,2400
Baldy,350915,352207.0,,BI,Y,10.69,9.0,-1.6899999999999995,0.2198,0.3423,0.1225,0.37,0.48,0.10999999999999999,9.92,9.0,-0.9199999999999999,0.2708,0.3423,0.07150000000000001,0.02,0.23,0.21000000000000002,11.99,10.0,-1.9900000000000002,0.0621,0.265,0.20290000000000002,0.21,0.35,0.13999999999999999,11,11,0,150,2549,2399
Baldy,350915,352712.0,,BI,Y,5.32,9.0,3.6799999999999997,0.7231,0.3423,-0.38079999999999997,0.69,0.75,0.06000000000000005,7.98,9.0,1.0199999999999996,0.4358,0.3423,-0.09350000000000003,0.33,0.5,0.16999999999999998,13.97,10.0,-3.9700000000000006,0.03,0.265,0.23500000000000001,0.09,0.29,0.19999999999999998,11,11,0,150,2549,2399
Baldy,352107,352207.0,,BI,Y,9.15,9.0,-0.15000000000000036,0.3297,0.3423,0.0126,0.39,0.28,-0.10999999999999999,6.95,9.0,2.05,0.5417,0.3423,-0.19939999999999997,0.0,0.27,0.27,8.07,10.0,1.9299999999999997,0.1527,0.265,0.11230000000000001,0.28,0.51,0.22999999999999998,11,11,0,150,2549,2399
Baldy,352107,352712.0,,BI,Y,4.18,9.0,4.82,0.8405,0.3423,-0.49820000000000003,0.69,0.71,0.020000000000000018,5.78,9.0,3.2199999999999998,0.6718,0.3423,-0.32949999999999996,0.32,0.5,0.18,13.7,10.0,-3.6999999999999993,0.0331,0.265,0.23190000000000002,0.09,0.35,0.26,11,11,0,150,2549,2399
Baldy,352109,352207.0,,BI,Y,8.15,9.0,0.8499999999999996,0.4194,0.3423,-0.0771,0.52,0.62,0.09999999999999998,9.49,9.0,-0.4900000000000002,0.3024,0.3423,0.03989999999999999,0.14,0.5,0.36,10.53,10.0,-0.5299999999999994,0.0615,0.265,0.20350000000000001,0.45,0.55,0.10000000000000003,11,11,0,150,2549,2399
Baldy,352109,352208.0,,BI,Y,7.38,9.0,1.62,0.4958,0.3423,-0.15350000000000003,0.73,0.75,0.020000000000000018,7.71,9.0,1.29,0.4622,0.3423,-0.1199,0.47,0.5,0.030000000000000027,8.5,10.0,1.5,0.1306,0.265,0.13440000000000002,0.49,0.55,0.06000000000000005,11,11,0,150,2549,2399
Baldy,352109,352208.0,,BI,Y,6.36,9.0,2.6399999999999997,0.6067,0.3423,-0.2644,0.65,0.75,0.09999999999999998,14.56,9.0,-5.5600000000000005,0.0682,0.3423,0.2741,0.0,0.5,0.5,10.04,10.0,-0.03999999999999915,0.074,0.265,0.191,0.35,0.55,0.20000000000000007,11,11,0,150,2549,2399
Baldy,352109,352327.0,,BI,Y,5.23,9.0,3.7699999999999996,0.7331,0.3423,-0.3908,0.65,0.75,0.09999999999999998,13.84,9.0,-4.84,0.0861,0.3423,0.2562,0.3,0.5,0.2,10.57,10.0,-0.5700000000000003,0.1028,0.265,0.1622,0.39,0.55,0.16000000000000003,11,11,0,150,2550,2400
Baldy,352109,352329.0,,BI,Y,9.96,9.0,-0.9600000000000009,0.2682,0.3423,0.0741,0.61,0.63,0.020000000000000018,8.06,9.0,0.9399999999999995,0.4272,0.3423,-0.08490000000000003,0.13,0.4,0.27,5.9,10.0,4.1,0.3165,0.265,-0.05149999999999999,0.45,0.55,0.10000000000000003,11,11,0,150,2550,2400
Baldy,352109,352332.0,,BI,Y,4.84,9.0,4.16,0.7743,0.3423,-0.432,0.68,0.75,0.06999999999999995,10.7,9.0,-1.6999999999999993,0.2193,0.3423,0.123,0.09,0.36,0.27,5.5,10.0,4.5,0.358,0.265,-0.09299999999999997,0.46,0.55,0.09000000000000002,11,11,0,150,2550,2400
Baldy,352109,352701.0,,BI,Y,8.27,9.0,0.7300000000000004,0.4079,0.3423,-0.06559999999999999,0.68,0.75,0.06999999999999995,10.14,9.0,-1.1400000000000006,0.2553,0.3423,0.08699999999999997,0.4,0.5,0.09999999999999998,4.59,10.0,5.41,0.4683,0.265,-0.20329999999999998,0.61,0.55,-0.05999999999999994,11,11,0,150,2549,2399
Baldy,352109,352712.0,,BI,Y,3.26,9.0,5.74,0.9168,0.3423,-0.5745,0.81,0.75,-0.06000000000000005,12.3,9.0,-3.3000000000000007,0.1382,0.3423,0.2041,0.34,0.5,0.15999999999999998,13.16,10.0,-3.16,0.0405,0.265,0.2245,0.22,0.55,0.33000000000000007,11,11,0,150,2548,2398
Baldy,352109,353428.0,,BI,Y,3.1,9.0,5.9,0.9278,0.3423,-0.5854999999999999,0.8,0.72,-0.08000000000000007,8.06,9.0,0.9399999999999995,0.4274,0.3423,-0.08510000000000001,0.33,0.5,0.16999999999999998,10.0,10.0,0.0,0.0752,0.265,0.18980000000000002,0.26,0.55,0.29000000000000004,11,11,0,150,2549,2399
Baldy,352208,352327.0,,BI,Y,7.39,9.0,1.6100000000000003,0.4953,0.3423,-0.15300000000000002,0.74,0.75,0.010000000000000009,10.64,9.0,-1.6400000000000006,0.2231,0.3423,0.1192,0.25,0.5,0.25,18.55,10.0,-8.55,0.005,0.265,0.26,0.29,0.55,0.26000000000000006,11,11,0,150,2550,2400
Baldy,352208,352329.0,,BI,Y,12.01,9.0,-3.01,0.1509,0.3423,0.1914,0.65,0.75,0.09999999999999998,13.29,9.0,-4.289999999999999,0.1023,0.3423,0.24,0.0,0.34,0.34,6.64,10.0,3.3600000000000003,0.3551,0.265,-0.09010000000000001,0.46,0.55,0.09000000000000002,11,11,0,150,2550,2400
Baldy,352208,352332.0,,BI,Y,11.31,9.0,-2.3100000000000005,0.1848,0.3423,0.1575,0.63,0.57,-0.06000000000000005,13.87,9.0,-4.869999999999999,0.0853,0.3423,0.257,0.0,0.17,0.17,10.61,10.0,-0.6099999999999994,0.1013,0.265,0.1637,0.36,0.55,0.19000000000000006,11,11,0,150,2550,2400
Baldy,352208,352701.0,,BI,Y,13.61,9.0,-4.609999999999999,0.0925,0.3423,0.2498,0.69,0.75,0.06000000000000005,12.9,9.0,-3.9000000000000004,0.1155,0.3423,0.2268,0.31,0.5,0.19,12.55,10.0,-2.5500000000000007,0.0507,0.265,0.21430000000000002,0.41,0.55,0.14000000000000007,11,11,0,150,2549,2399
Baldy,352208,352712.0,,BI,Y,24.67,9.0,-15.670000000000002,0.0018,0.3423,0.34049999999999997,0.53,0.54,0.010000000000000009,14.09,9.0,-5.09,0.0794,0.3423,0.2629,0.25,0.5,0.25,6.86,10.0,3.1399999999999997,0.334,0.265,-0.069,0.38,0.55,0.17000000000000004,11,11,0,150,2549,2399
Baldy,352208,353428.0,,BI,Y,17.48,9.0,-8.48,0.0255,0.3423,0.31679999999999997,0.55,0.68,0.13,12.64,9.0,-3.6400000000000006,0.1247,0.3423,0.2176,0.09,0.44,0.35,10.75,10.0,-0.75,0.0964,0.265,0.16860000000000003,0.23,0.55,0.32000000000000006,11,11,0,150,2549,2399
